descriptor,variance,std,range,n_unique_values,unique_value_ratio,dominant_value,dominant_value_ratio,is_constant,dominant_value_ge_90pct,dominant_value_ge_95pct,unique_ratio_le_1pct,is_near_constant,descriptor_numeric_type,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like,is_rare_binary_like
maxsOH,16.704622957972262,4.087128938261217,12.470850049922,1432,0.7254305977710233,0.0,0.21580547112462006,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nHaaCH,12.617412379166254,3.552099714136169,19.0,20,0.010131712259371834,11.0,0.20516717325227962,False,False,False,False,False,integer_count_like,True,False,False,False,False
naaCH,12.617412379166254,3.552099714136169,19.0,20,0.010131712259371834,11.0,0.20516717325227962,False,False,False,False,False,integer_count_like,True,False,False,False,False
nBondsM,29.279095310977933,5.411016107070643,34.0,35,0.01773049645390071,18.0,0.1752786220871327,False,False,False,False,False,integer_count_like,True,False,False,False,False
nRotB,20.594916282492886,4.538162214211044,101.0,31,0.015704154002026342,6.0,0.171225937183384,False,False,False,False,False,integer_count_like,True,False,False,False,False
nHother,12.69587746068687,3.5631274830809616,20.0,21,0.010638297872340425,11.0,0.16666666666666666,False,False,False,False,False,integer_count_like,True,False,False,False,False
C2SP2,19.2922511391761,4.392294518719812,24.0,25,0.012664640324214792,15.0,0.14944275582573455,False,False,False,False,False,integer_count_like,True,False,False,False,False
HybRatio,0.03626980003410309,0.19044631798515585,1.0,218,0.11043566362715299,0.0,0.13576494427558258,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nwHBa,23.92766142219681,4.891590888677917,32.0,30,0.015197568389057751,20.0,0.12360688956433637,False,False,False,False,False,integer_count_like,True,False,False,False,False
nAtomP,39.72511237783149,6.302786080602093,36.0,33,0.016717325227963525,17.0,0.11904761904761904,False,False,False,False,False,integer_count_like,True,False,False,False,False
ETA_BetaP_ns_d,0.0005806475228879436,0.024096628869780593,0.19048,108,0.0547112462006079,0.0,0.10283687943262411,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Epsilon_3,9.037541803629564e-06,0.0030062504559050904,0.020620000000000027,98,0.04964539007092199,0.44286,0.08308004052684904,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nC,43.952642713943874,6.629678929928951,88.0,41,0.02077001013171226,17.0,0.08257345491388045,False,False,False,False,False,integer_count_like,True,False,False,False,False
nHeavyAtom,65.15452554946845,8.071835327202137,149.0,42,0.02127659574468085,21.0,0.0795339412360689,False,False,False,False,False,integer_count_like,True,False,False,False,False
VAdjMat,0.14359848296428943,0.378943904772579,3.54137323217347,42,0.02127659574468085,5.39231742277876,0.0795339412360689,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_BetaP_s,0.0007457533927545677,0.027308485727966823,0.19436999999999993,266,0.1347517730496454,0.625,0.07649442755825735,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_dAlpha_B,0.0001460305219562528,0.012084308915128445,0.08524,640,0.3242147922998987,0.0,0.07598784194528875,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nBonds,76.86152017771057,8.76707021631004,149.0,48,0.0243161094224924,22.0,0.06788247213779129,False,False,False,False,False,integer_count_like,True,False,False,False,False
FMF,0.009007267473586641,0.09490662502474019,0.677419354838709,467,0.23657548125633232,0.5,0.0673758865248227,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBd,0.4505041288000035,0.671196043492513,18.1619536853795,1679,0.8505572441742655,0.0,0.06332320162107397,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBd,0.0243126408962502,0.15592511310321439,0.8858693380933631,1608,0.8145896656534954,0.0,0.06332320162107397,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBd,0.02617774644794331,0.16179538450754183,0.852772150813952,1561,0.7907801418439716,0.0,0.06332320162107397,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_dEpsilon_D,0.00035375565337307795,0.018808393162975882,0.16015,987,0.5,0.0,0.06332320162107397,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Beta_ns,28.54241518925359,5.342510195521726,42.0,94,0.047619047619047616,19.5,0.06332320162107397,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nBondsS3,59.17211413009447,7.692341264536726,135.0,44,0.022289766970618033,20.0,0.06281661600810537,False,False,False,False,False,integer_count_like,True,False,False,False,False
MLogP,0.45965851417977965,0.6779812048868167,4.29,60,0.030395136778115502,3.88,0.05876393110435663,False,False,False,False,False,continuous_float_like,False,False,False,True,False
Kier1,50.67672356008924,7.118758568745624,149.8950238582139,139,0.07041540020263425,14.9173553719008,0.057750759878419454,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nBondsS,313.5940860877316,17.70858791907846,298.0,83,0.04204660587639311,24.0,0.05521783181357649,False,False,False,False,False,integer_count_like,True,False,False,False,False
nH,116.05238824064418,10.772761402752971,175.0,61,0.03090172239108409,14.0,0.05369807497467072,False,False,False,False,False,integer_count_like,True,False,False,False,False
TopoPSA,1986.8796969942287,44.57442873435652,1195.34999999999,630,0.3191489361702128,40.46,0.05319148936170213,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-22,82.78504478766406,9.098628731169553,35.3207053361756,1144,0.5795339412360689,0.0,0.047619047619047616,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nBonds2,347.9393690930428,18.653132956504727,321.0,88,0.044579533941236066,32.0,0.04508611955420466,False,False,False,False,False,integer_count_like,True,False,False,False,False
nBondsS2,324.37734135453,18.01047865423154,305.0,84,0.0425531914893617,14.0,0.044072948328267476,False,False,False,False,False,integer_count_like,True,False,False,False,False
nAtom,327.0527331499964,18.08459933617542,322.0,87,0.044072948328267476,30.0,0.04305977710233029,False,False,False,False,False,integer_count_like,True,False,False,False,False
WPOL,176.47487140321635,13.284384494707172,216.0,73,0.036980749746707196,35.0,0.04154002026342452,False,False,False,False,False,integer_count_like,True,False,False,False,False
ETA_Beta_s,26.961195901327223,5.1924171540167325,96.75,94,0.047619047619047616,12.5,0.03596757852077001,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SC-5,0.0676679629426944,0.2601306651333026,2.61946656420175,574,0.2907801418439716,0.274971652376843,0.03546099290780142,False,False,False,False,False,continuous_float_like,False,False,False,True,False
Zagreb,1716.8546781923833,41.43494513321314,686.0,98,0.04964539007092199,182.0,0.034954407294832825,False,False,False,False,False,integer_count_like,True,False,False,False,False
ETA_dBeta,22.885428439521196,4.783871699734557,72.75,105,0.05319148936170213,-1.75,0.03292806484295846,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHaaCH,3.3618047189318694,1.8335224893444502,9.57880393700869,1788,0.9057750759878419,0.0,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SaaCH,50.41957476727464,7.100674247370783,40.1465416539112,1813,0.9184397163120568,0.0,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHaaCH,0.010493143251335744,0.10243604468806741,0.789241951505885,1742,0.8824721377912867,0.0,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minaaCH,0.14256275702949459,0.3775748363298256,2.3257346987977425,1777,0.9002026342451874,0.0,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHaaCH,0.015318809805904762,0.1237691795476756,0.992777777777777,1696,0.8591691995947315,0.0,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxaaCH,0.1509790622836284,0.3885602427984989,2.48260545267489,1783,0.903242147922999,0.0,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxaasC,0.10707480444534626,0.32722286662968136,1.77349151234567,1798,0.9108409321175278,0.0,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
Kier2,16.780164214086103,4.096359873605602,90.5695795242694,326,0.1651469098277609,12.0299038803844,0.028875379939209727,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta_B,0.05121512397869156,0.22630758709926532,4.66606,591,0.2993920972644377,0.33433,0.027862208713272545,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta_B_RC,0.0571245134741385,0.23900735025128098,4.55913,597,0.30243161094224924,0.59233,0.027862208713272545,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SaasC,4.6435633209168605,2.1548928792208817,22.690552467386098,1830,0.9270516717325228,0.0,0.02684903748733536,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minaasC,0.19287032903996867,0.43917004569980483,3.40928742021499,1803,0.9133738601823708,0.0,0.02684903748733536,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-0,32.825778869990984,5.72937857624987,112.7000622035388,577,0.2922998986828774,23.4929885848168,0.02634245187436677,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VC-5,0.022654255090437902,0.15051330536015048,1.48105865354369,1079,0.5466058763931104,0.140258306820984,0.025329280648429583,False,False,False,False,False,continuous_float_like,False,False,False,True,False
WTPT-4,19.142650427348745,4.375231471287976,50.7947290311316,1581,0.8009118541033434,0.0,0.025329280648429583,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SCH-6,0.02595511436183506,0.16110591038765482,1.09973280437804,489,0.24772036474164133,0.268728739282632,0.0243161094224924,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_dBetaP,0.02923978878733502,0.17099645840582495,1.07461,695,0.35207700101317124,0.0,0.0243161094224924,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_AlphaP,0.0002512207199428432,0.015849943846677917,0.19684999999999997,738,0.3738601823708207,0.48333,0.023809523809523808,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_BetaP,0.03245623531581305,0.18015614148791334,1.06175,702,0.3556231003039514,1.5,0.022796352583586626,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VCH-6,0.01046660321451237,0.10230641824691337,1.02177932677184,815,0.41286727456940225,0.0876305705105347,0.022289766970618033,False,False,False,False,False,continuous_float_like,False,False,False,True,False
hmax,0.06556017269178917,0.2560472079359374,1.425708919927703,1453,0.7360688956433638,0.839556038464768,0.022289766970618033,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Beta,88.12179374164025,9.387320903305705,135.25,182,0.09219858156028368,40.75,0.021783181357649443,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_BetaP_ns,0.030102228804601425,0.17349993891814897,1.06818,500,0.25329280648429586,0.57353,0.021783181357649443,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Alpha,14.492864167380999,3.8069494568986597,67.73327,796,0.403242147922999,16.56665,0.018743667679837893,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-33,19.300842377558045,4.393272399653593,49.7661509387742,844,0.4275582573454914,7.3520743525686,0.016717325227963525,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SCH-7,0.07967242120549427,0.28226303549259557,2.15052415993689,1003,0.5081053698074974,0.297409508396028,0.016210739614994935,False,False,False,False,False,continuous_float_like,False,False,False,True,False
Kier3,9.158171883561923,3.026247161677632,76.92062017734925,561,0.28419452887537994,6.29716326125768,0.016210739614994935,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Psi_1,0.001864348551206541,0.043178102681875,0.38002,931,0.4716312056737589,0.60169,0.015704154002026342,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_dPsi_A,0.001851610845170316,0.043030347955487366,0.34239,928,0.47011144883485306,0.1126,0.015704154002026342,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSm1,244.26729744531124,15.629052992593992,227.8262632401951,1006,0.5096251266464032,43.5856094818902,0.015197568389057751,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Epsilon_2,0.0021603859066563497,0.046479951663661936,0.39857,908,0.45997973657548125,0.8098,0.015197568389057751,False,False,False,False,False,continuous_float_like,False,False,False,True,False
BCUTw-1h,255.34032154109423,15.979371750513042,112.9024441331136,1296,0.6565349544072948,31.9720727115545,0.014690982776089158,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VCH-7,0.03164785940799866,0.17789845251715558,1.66045784334877,1395,0.7066869300911854,0.067578115420929,0.014690982776089158,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SC-3,0.5344516121376481,0.7310619755791216,12.081893466402356,942,0.47720364741641336,1.38009969934424,0.014184397163120567,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Epsilon_5,0.001829832544748188,0.04277654199147224,0.34252000000000016,954,0.48328267477203646,0.78148,0.014184397163120567,False,False,False,False,False,continuous_float_like,False,False,False,True,False
bpol,174.21491293847635,13.199049698310722,218.37801800000102,1071,0.5425531914893617,39.7950029999999,0.013677811550151976,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Epsilon_1,0.003561977131714315,0.05968230166233801,0.37052999999999997,1185,0.6003039513677811,0.56667,0.013677811550151976,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_EtaP_B,3.420146526375308e-05,0.0058482018829511245,0.04476,811,0.41084093211752787,0.01592,0.013171225937183385,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_EtaP_B_RC,2.9828706752036834e-05,0.005461566327715597,0.042510000000000006,861,0.43617021276595747,0.02821,0.012664640324214792,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSm2,102.79329281018252,10.138702718305854,175.7458942706678,1236,0.6261398176291794,43.8306680714426,0.01165146909827761,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-1,15.312605418356373,3.9131324304649304,70.1366542461138,997,0.5050658561296859,10.0797186981189,0.01165146909827761,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta_R_L,15.312498595291157,3.913118781137516,70.13636,1068,0.541033434650456,10.07967,0.01165146909827761,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Epsilon_4,0.0013619278821104192,0.036904307094300245,0.33828,1143,0.5790273556231003,0.50884,0.011144883485309016,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_dEpsilon_C,0.0014106672359046773,0.03755885030062392,0.34638,1266,0.6413373860182371,-0.06415,0.011144883485309016,False,False,False,False,False,continuous_float_like,False,False,False,True,False
fragC,7427052.024969989,2725.2618268654464,90969.62,974,0.49341438703140833,3639.06,0.011144883485309016,False,False,False,False,False,continuous_float_like,False,False,False,True,False
apol,378.10105305358263,19.444820725673523,329.00080999999705,1324,0.6707193515704154,77.1585829999999,0.010638297872340425,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ECCEN,267944.35156938847,517.6334142705516,15112.0,788,0.39918946301925023,375.0,0.010638297872340425,False,False,False,False,False,integer_count_like,True,False,False,False,False
ETA_dEpsilon_A,0.003599956904462701,0.05999964086944772,0.37997,1330,0.6737588652482269,0.12199,0.010638297872340425,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_dEpsilon_B,0.0009307712119516221,0.03050854326170986,0.17581,1313,0.6651469098277609,0.05783,0.010638297872340425,False,False,False,False,False,continuous_float_like,False,False,False,True,False
McGowan_Volume,0.8256676115268392,0.9086625399601544,16.719300000000008,1294,0.6555217831813577,3.6219,0.010638297872340425,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VABC,12846.682483638278,113.34320660559361,2101.624135398123,1414,0.7163120567375887,439.30029748188,0.010638297872340425,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MW,12447.381354852023,111.56783297551326,2155.29804985196,1319,0.6681864235055724,477.197379472,0.010638297872340425,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MLFER_BH,0.7532821027196002,0.8679182580863247,23.09,1096,0.5552178318135765,2.159,0.010131712259371834,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MLFER_BO,0.7651952894110258,0.8747544166284762,23.34,984,0.49848024316109424,0.849,0.010131712259371834,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Shape_Y,0.0039542741561417035,0.06288301961691807,0.43838,1087,0.5506585612968592,0.375,0.009625126646403243,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VC-3,0.19001312623049352,0.4359049509130328,4.72722869419019,1453,0.7360688956433638,0.953122902008384,0.00911854103343465,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SPC-4,1.8314580840907393,1.3533137419278425,19.847814168416015,1258,0.6372847011144883,5.08579870278406,0.00911854103343465,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MLFER_S,0.8032730891795963,0.8962550357903694,20.919,1078,0.5460992907801419,2.862,0.008611955420466059,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SPC-5,5.283248263658063,2.298531762594997,24.477678589967546,1337,0.6773049645390071,8.75969394888554,0.008105369807497468,False,False,False,False,False,continuous_float_like,False,False,False,True,False
hmin,0.03979759681519359,0.1994933503031958,0.9771455735071801,1663,0.8424518743667679,-0.401857146103732,0.007598784194528876,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MLFER_E,0.5034561706184955,0.7095464541652614,11.3979999999999,1071,0.5425531914893617,3.199,0.007598784194528876,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VPC-4,0.9117436643526818,0.9548526924885753,6.768876033429646,1661,0.8414387031408308,2.11303177715416,0.0070921985815602835,False,False,False,False,False,continuous_float_like,False,False,False,True,False
sumI,377.46633222995524,19.42849279357396,412.2962962962957,1021,0.5172239108409321,50.1666666666666,0.0070921985815602835,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Shape_P,0.004307230470318701,0.06562949390570295,0.45499,1230,0.6231003039513677,0.04149,0.0070921985815602835,False,False,False,False,False,continuous_float_like,False,False,False,True,False
BCUTc-1l,0.0008586421088341167,0.029302595598924622,0.233025659425847,1853,0.9387031408308004,-0.361307652214093,0.006585612968591692,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VP-0,23.473473606171417,4.844943096277955,87.14290305288748,1528,0.7740628166160081,10.9460414996703,0.0060790273556231,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHother,3.567978934808192,1.8889094564875766,10.618879441577,1825,0.9245187436676798,0.0,0.0060790273556231,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHother,0.0065165425359804815,0.08072510474431409,0.789241951505885,1777,0.9002026342451874,0.0,0.0060790273556231,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHother,0.010090864421473613,0.10045329472682124,0.992777777777777,1739,0.8809523809523809,0.0,0.0060790273556231,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-23,89.55411475061933,9.463303585462073,54.0201510618835,1377,0.6975683890577508,22.5675746959816,0.0060790273556231,False,False,False,False,False,continuous_float_like,False,False,False,True,False
WPATH,51734976.904104225,7192.703031830539,301341.0,1236,0.6261398176291794,1022.0,0.0060790273556231,False,False,False,False,False,integer_count_like,True,False,False,False,False
ATSm3,199.61149796785102,14.12839332577668,237.0011993021139,1438,0.7284701114488349,60.3177394811799,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSm5,326.2542484376898,18.06250947232111,307.7849330153165,1667,0.8444782168186423,60.3924271789232,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SPC-6,12.899656679379783,3.5916092047130883,35.003426513501346,1419,0.7188449848024316,15.4939568612525,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-2,12.496153577647574,3.5349898978140764,63.7276578152776,1356,0.6869300911854104,14.4731943090861,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-3,7.759118696309631,2.7855194661516247,42.86879431252839,1438,0.7284701114488349,12.2142275195341,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-4,5.640907170766574,2.375059403629007,31.32299868200669,1457,0.7380952380952381,8.4911432357048,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-6,2.6044174668620195,1.6138207666472815,16.599751229260594,1477,0.74822695035461,5.49110735212221,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta_R,570.1563884980139,23.87794774468723,609.47538,1457,0.7380952380952381,41.41897,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
WTPT-1,272.90334013260633,16.519786322244194,290.9062921536634,1491,0.7553191489361702,47.5757529378021,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
WTPT-2,0.0009927206727355616,0.0315074701100479,0.21488237988894987,1470,0.7446808510638298,2.06851099729574,0.005572441742654508,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSm4,247.90909253639688,15.745129168615826,263.6928528654359,1589,0.8049645390070922,63.0368392329703,0.005065856129685917,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-5,4.436012459541219,2.1061843365530044,25.37452927358218,1471,0.7451874366767984,4.93387102041771,0.005065856129685917,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SP-7,1.8437336485581999,1.3578415402977624,12.150766372370303,1471,0.7451874366767984,4.67112360646429,0.005065856129685917,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta_F_L,4.017347321674032,2.0043321385623774,27.55848,1523,0.7715298885511651,7.4627,0.005065856129685917,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ALogP,2.0560316421623197,1.433886900059527,28.2867,1625,0.8232016210739616,1.8579,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ALogp2,164.60032924734315,12.829665983467502,533.84102464,1623,0.8221884498480243,3.45179241,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
AMR,995.9994286202783,31.559458623688055,463.3624,1631,0.8262411347517731,148.8682,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VPC-5,2.6875219508222266,1.6393663259998439,11.96892975269549,1755,0.8890577507598785,1.93522242034709,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VPC-6,5.367491990904911,2.31678483914776,18.217963912571495,1822,0.922998986828774,2.42141543877228,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VP-1,9.604932408157588,3.0991825386959038,51.22531009795138,1685,0.853596757852077,12.3580576634998,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Eta_L,7.262774601812533,2.694953543535126,45.86024,1734,0.878419452887538,8.72791,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_EtaP_L,0.0025178129065638794,0.05017781289139533,0.29852,1631,0.8262411347517731,0.24937,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_EtaP_F_L,0.0025254592107117166,0.050253947215235906,0.30484,1611,0.8161094224924013,0.23306,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
XLogP,2.607753891090764,1.6148541392617366,17.87500000000001,1501,0.7603850050658562,2.701,0.004559270516717325,False,False,False,False,False,continuous_float_like,False,False,False,True,False
CrippenLogP,2.3519460761907,1.5336055803858761,25.3366299999998,1607,0.8140830800405269,6.00918,0.004052684903748734,False,False,False,False,False,continuous_float_like,False,False,False,True,False
CrippenMR,986.2423742993435,31.404496084149216,559.5278,1629,0.8252279635258358,138.6108,0.004052684903748734,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MLFER_L,19.53113375710268,4.4194042310138,90.19300000000001,1554,0.7872340425531915,17.662,0.004052684903748734,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSc1,0.055811483951141126,0.23624454269070666,4.538724611200565,1842,0.9331306990881459,0.460906173717337,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSc2,0.019514212654496134,0.13969328063473968,2.3640058861893762,1857,0.9407294832826748,-0.179918657372592,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VP-2,6.269147860341767,2.503826643428368,39.024958563164446,1794,0.9088145896656535,9.8852009991334,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBa,11.084145310810031,3.3292860061595837,16.11914576060384,1842,0.9331306990881459,2.49927370796827,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxwHBa,0.24346780532239215,0.49342456902995024,6.07662359851348,1827,0.925531914893617,2.04571218610901,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
gmin,2.4326310765066976,1.5596894166809934,7.719942897048011,1846,0.9351570415400202,-0.353792586415242,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MAXDN,1.6534604362067662,1.2858695253433632,6.494238236961445,1847,0.9356636271529889,1.68712591974857,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MAXDN2,1.2506498870730678,1.1183245893179081,6.494238236961445,1847,0.9356636271529889,1.68712591974857,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
WTPT-3,60.52795309050981,7.779971278257382,180.15905032929754,1687,0.8546099290780141,14.7238902460969,0.0035460992907801418,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSc3,0.00978618929623461,0.0989251701855226,0.910667034348472,1860,0.9422492401215805,-0.0977188073666495,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSc4,0.021480260554964686,0.14656145658038708,2.725597455342673,1858,0.9412360688956434,0.104661651975973,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSc5,0.02354949039704869,0.15345843214710844,3.49443382923497,1856,0.9402228976697061,0.00506106482882497,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSp1,443973.2968927579,666.3132123054127,10178.429354947706,1877,0.9508611955420466,2647.25302612238,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSp2,633584.2838532833,795.9800775479769,11281.34349187345,1877,0.9508611955420466,3160.12256266664,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSp3,1361640.902341908,1166.8936979613472,14316.996245382203,1877,0.9508611955420466,4544.94430705338,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSp4,1761096.1685517284,1327.0629859022247,16334.087089002425,1877,0.9508611955420466,4787.18190068281,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ATSp5,1918893.2597657929,1385.2412280053582,18700.029084668837,1877,0.9508611955420466,4530.53461157194,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
BCUTc-1h,0.0073306319932142806,0.08561910997677026,0.45550376952761235,1877,0.9508611955420466,0.116045981659362,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
BCUTp-1l,0.3250329572412175,0.5701166172295081,4.06443490869326,1877,0.9508611955420466,5.13412524561892,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
BCUTp-1h,1.7609969977116446,1.3270256205935305,8.77889181717166,1877,0.9508611955420466,12.362930680668,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VP-3,3.8927692779981524,1.9730102072716584,24.51362299157299,1850,0.9371833839918946,7.18801906950559,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VP-4,2.60497339943596,1.6139929985709232,16.531754073596243,1869,0.9468085106382979,5.14797380251439,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VP-5,1.6917320519327983,1.3006660032201958,11.119171364332756,1873,0.9488348530901722,3.60984239331995,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VP-6,0.8970193345926986,0.9471110466005022,7.094648591229886,1876,0.950354609929078,2.05837491576754,0.00303951367781155,False,False,False,False,False,continuous_float_like,False,False,False,True,False
